#NAME	SRR24889266	SRR24889267	SRR24889268	SRR24889269	SRR24889270	SRR24889271	SRR24889272	SRR24889273	SRR24889274	SRR24889275	SRR24889276	SRR24889277	SRR24889278	SRR24889279	SRR24889280	SRR24889281	SRR24889282	SRR24889283	SRR24889284	SRR24889285	SRR24889286	SRR24889287	SRR24889288	SRR24889289	SRR24889290	SRR24889291	SRR24889292	SRR24889293	SRR24889294	SRR24889295	SRR24889297	SRR24889308	SRR24889319	SRR24889337	SRR24889348	SRR24889362	SRR24889373	SRR24889380	SRR24889381	SRR24889382	SRR24889383	SRR24889384	SRR24889385	SRR24889386	SRR24889387	SRR24889388	SRR24889389	SRR24889390	SRR24889391	SRR24889402	SRR24889413	SRR24889424	SRR24889425	SRR24889426
d__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Ignavibacterium|s__Ignavibacterium_album	0	1.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79E-05	0	0.000177007	0	5.75E-06	0	1.49E-05	9.60E-06	0	0	0	0	0	0	1.70E-05	0	0	0	0	0	0	0	0	0.000350754	0	0	6.30E-05	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_petauri	0	1.07E-05	0	0	0	0	0.000118666	7.98E-06	0	2.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-06	0	0	0	9.60E-06	0	0	0	3.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216779	0.00030656	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Lutibacter|s__Lutibacter_profundi	2.93E-06	7.99E-06	1.87E-05	0	0	0	0	1.99E-06	0	0	0	0	0	0	0	0	4.36E-05	0	0	0	0	0	0	0	0	6.36E-06	0	8.51E-05	1.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06E-06	0	0	0	0.000216779	0.00030656	0
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_intermedia	0	0	0	0	1.81E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.07E-07	0	0	0	4.80E-06	0	0	0	0	0	6.71E-05	0	0	0	0	0	0	0	4.41E-05	2.83E-05	0	0	4.12E-06	6.30E-05	0.000159388	1.04E-05	0	0.00030656	0
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter|s__Arcobacter_molluscorum	2.93E-06	2.66E-06	0	0	1.81E-05	0	0	0	0	0	0	0	0	0.000256191	0	0	0	0	0	1.38E-05	0	0.000260892	0.000135814	0	0	2.83E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06E-06	0	0	1.04E-05	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharothrix|s__Saccharothrix_espanaensis	0	3.55E-06	0	0	1.81E-05	0	0	1.20E-05	0	0	2.73E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.07E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-06	0	0	0	2.83E-05	0	0	0	0	0	0	0	0.000613121	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Microlunatus|s__Microlunatus_sp._Gsoil_973	0	1.78E-06	0	0	0	0	0.000355999	9.97E-06	0	0	0	0	9.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	4.95E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67E-05	0	0	0	0	0	0	0	0	0	0	0.00030656	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_sp._C1	0	0	0	0	0	0	0.000474665	3.99E-06	0	0	0	0	9.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216779	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._R2-60-08W	0	7.99E-06	0	0	0	0	0	0	8.51E-05	6.58E-05	0	0	1.89E-05	0	0	0	0	0	0	0	0.000127828	0	0	0	0	0	0	0	0	0	0	0	0	3.25E-05	0	0	0	0	0.000155388	0	6.21E-05	1.67E-05	0	0.000132159	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Cryobacterium|s__Cryobacterium_sp._GCJ02	0	0	0	0	0	0	0	1.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.85E-05	7.07E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000613121	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_sp._FDAARGOS_506	0	0	0	0	0	0	0	9.97E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000660399	0	0	3.33E-05	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_nepalensis	8.78E-06	8.88E-06	3.75E-05	4.81E-06	0	0	0	3.99E-06	0	0	0	0	0	0	0	0	8.72E-05	6.71E-05	0	2.77E-05	0.000127828	0	0	2.12E-05	0	1.41E-06	0	8.51E-05	0	4.80E-06	0	0	0	0	0	0	0	0	1.94E-05	1.94E-05	0	0	0	0	0	0	0.000173671	4.12E-06	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharothrix|s__Saccharothrix_syringae	2.93E-06	0	0	0	0	0	0.000237332	0	0	4.81E-05	0	0	9.47E-06	0	0	0	0	0	0	0	0	0.000260892	0	0	0	2.12E-06	5.75E-06	0	7.45E-06	0	9.36E-05	0	0	0	0	0	0	0	0	0	3.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_dengpaensis	0	0	0	0	1.81E-05	0	0.000237332	1.99E-06	0	2.53E-06	0	0	1.89E-05	0	3.77E-05	0	4.36E-05	0	0	0	0	0	0	0	0	7.07E-07	0	0	7.45E-06	0	0	0	0	0	0	0	0	0	0	9.71E-06	5.17E-06	0	0	0	0	0	0	0	0	0	1.04E-05	0	0.00030656	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Nocardia|s__Nocardia_terpenica	5.85E-06	0	0	0	0	0	0	0	0	2.53E-06	0	0	0	0	3.77E-05	0	0	0	0	0	0	0	6.79E-05	0	8.85E-05	1.41E-06	0	0	0	0	0	0	0	0	0	0	1.70E-05	0	0	0	0	8.33E-06	0	0	0	0	0	0	0	0.000159388	0	0	0.00030656	0
d__Bacteria|p__Planctomycetes|c__Candidatus_Brocadiae|o__Candidatus_Brocadiales|f__Candidatus_Brocadiaceae|g__Candidatus_Kuenenia|s__Candidatus_Kuenenia_stuttgartiensis	0	0	0	0	0	0	0.000118666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.85E-05	0	0	0	0	0	0	0	5.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0.000175377	0	0	0	0	0	0	0.00030656	0
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Pseudoflavitalea|s__Pseudoflavitalea_sp._5GH32-13	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54E-05	0	0	0	0	1.55E-06	0	0	0.000521785	0	0	0	7.07E-07	0	8.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_pseudomycoides	8.78E-06	7.99E-06	0	0	0	0	0	3.99E-06	8.51E-05	0	0	4.97E-06	0	0	3.77E-05	5.00E-05	0	0	0	1.38E-05	0	0.000260892	0	2.12E-05	8.85E-05	2.83E-06	5.75E-06	0	7.45E-06	4.80E-06	0	0	5.45E-06	3.25E-05	0	0	0	0	0	1.94E-05	0	0	2.94E-05	0	0	0	0	2.06E-06	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._1NLA3E	2.93E-06	2.75E-05	0	0	0	0	0	7.98E-06	8.51E-05	0	0	4.97E-06	0	0	0	0	0	0	3.10E-06	0	0	0	6.79E-05	0	0	9.19E-06	0	0	4.47E-05	9.60E-06	0	0	0	0	0	6.71E-05	0	0	0	0	0	8.33E-06	1.47E-05	0	2.83E-05	0	0	4.12E-06	0	0	0	0	0.00030656	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_sp._P2ACOL2	0	0	0	0	0	0	0	0.000612374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.96E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis	5.85E-06	1.78E-06	0	0	0	0	0	0	0.000170227	3.54E-05	0	0	0	0	0	0	0	0.000268204	0	0	0	0	0	4.24E-05	8.85E-05	2.83E-06	5.75E-06	0	1.49E-05	0	0	0	0	0	0	0	0	0	0	0	2.59E-05	0	0	0	2.83E-05	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum_brasilense	0	2.66E-06	0	0	0	0	0.000118666	1.99E-06	0	1.52E-05	2.73E-05	0	1.89E-05	8.54E-05	0	2.50E-05	0	0	0	1.38E-05	0	0.000260892	0	0	0	7.07E-07	0	0	7.45E-06	0	0	0	0	0	0	0	0	1.13E-05	0	9.71E-06	2.59E-06	0	0	8.81E-05	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_cepacia	0	2.66E-06	0	0	0	0	0	0	0	9.12E-05	0	0	0	0	3.77E-05	0	0	0	0	0	0	0	0	0	8.85E-05	1.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05E-05	2.50E-05	0	4.41E-05	0	0	0	0	0	0	0	0	0.00030656	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp._YL32	0	2.66E-06	0	0	0	0	0	3.99E-06	0	0	0	0	0	0	0	0	0	0	0	2.77E-05	0	0	0	0	0	2.83E-06	0	8.51E-05	4.47E-05	0	0	0	0	3.25E-05	0	0.00013421	0	0	0	1.94E-05	0	1.67E-05	1.47E-05	0	0	0	0.000173671	2.06E-06	0.000126032	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis|g__Caldicellulosiruptor|s__Caldicellulosiruptor_kronotskyensis	0	3.55E-06	0	0	0	0	0	0	0	0	0	0	9.47E-06	0	0	0	0	0	0	0	0	0.000521785	0.000135814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47E-05	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_japonicum	1.17E-05	4.62E-05	1.87E-05	0	0	7.99E-05	0.000118666	0.000123672	0	3.29E-05	0	0	1.89E-05	0	0	0	0	0	0	0	0	0	0	0	8.85E-05	0	5.75E-06	0	1.49E-05	0	0	4.50E-05	0	0	0	0	0	0	0	0	2.59E-06	0	0	0	5.66E-05	0	0	2.06E-05	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_pettenkoferi	8.78E-06	1.69E-05	1.87E-05	9.62E-06	0	0	0	7.98E-06	0	0	0	0	0	8.54E-05	0	0	0	0	0	0	0	0	0	0	0	1.20E-05	0	0	7.45E-05	4.80E-06	0	4.50E-05	0	0	0	0	0	0	0	3.88E-05	0	1.67E-05	2.94E-05	0	0	0	0	8.23E-06	0	0	0	0	0.00030656	0
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_varium	0	1.78E-06	0	2.40E-06	0	0	0.000118666	0	0	0	0	4.97E-06	0	0	0	2.50E-05	4.36E-05	0	1.55E-06	0	0	0	6.79E-05	0	0	6.36E-06	0	0	7.45E-06	0	0	0	0	3.25E-05	0	0	1.70E-05	2.27E-05	0	9.71E-06	0	0	1.47E-05	0	0	0	0	0	0	0	0	0	0.00030656	0
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_azorense	0	8.88E-07	0	0	0	0	0.000118666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-05	0	7.07E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-06	0	1.47E-05	0	0	0	0	0	0	0	0	0.000216779	0.00030656	0
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_steynii	2.93E-06	7.11E-06	0	0	0	0	0	1.20E-05	0	2.53E-06	0	0	0	8.54E-05	0	0	0	0	0	0	0	0.000260892	0	0	8.85E-05	2.83E-06	0	0	4.47E-05	0	0	4.50E-05	0	0	7.96E-05	0	0	0	0	0	0	5.00E-05	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_syringae_group_genomosp._3	0	1.07E-05	0	0	0	0	0	0	0	3.80E-05	0.000273321	0	7.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88E-05	0	6.98E-05	0.000174904	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_curvatus	8.78E-06	2.84E-05	0	0	0	0	0	2.79E-05	0	0	0	0	0	8.54E-05	7.55E-05	0	0	0	0	0	0	0.000260892	0	2.12E-05	0	1.63E-05	5.75E-06	0	2.24E-05	0	0	4.50E-05	5.45E-06	3.25E-05	0	0	0	0	0	2.91E-05	0	0	0	0	0	0	0	6.17E-06	0	0	1.04E-05	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hathewaya|s__Hathewaya_histolytica	2.93E-06	0	0	0	0	0	0.000118666	1.99E-06	0	0	0	0	0	0	0	2.50E-05	0	0	0	0	0	0	0	0	0	0	0	0.000255319	0	0	0	0	5.45E-06	0	0	0	0	3.40E-05	0	1.94E-05	0	0	4.41E-05	0	0	0	0.000173671	0	0	0	0	0	0	0
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_hermsii	0	0	0	0	0	0	0	0	0	0	2.73E-05	0	0	0	0	0	0	0	0	0	0	0	6.79E-05	0	0	1.41E-06	0	0	0	9.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350754	0	0	6.30E-05	0.000159388	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_avium	0	3.55E-06	0	0	0	0	0	0	0	5.06E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24E-06	0	0	0	0	0	0	0	0	0	0	1.70E-05	0	1.94E-05	0	0	1.67E-05	0	0	0	0	0	0	0	0	0	0	0.000613121	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Dichelobacter|s__Dichelobacter_nodosus	0	8.88E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10E-06	0	0	0.000260892	6.79E-05	2.12E-05	0	1.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67E-05	0	0	0	0	0	0	0	0	0	0	0.00030656	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp._CT4	5.85E-06	4.44E-06	0	0	0	0	0	7.98E-06	0	0	0	0	9.47E-06	8.54E-05	3.77E-05	0	0	0	0	0	0	0.000260892	0	0	0	3.53E-06	1.15E-05	8.51E-05	3.73E-05	4.80E-06	0	0	5.45E-06	3.25E-05	0	0	1.70E-05	1.13E-05	0	1.94E-05	5.17E-06	1.67E-05	1.47E-05	0	0	0	0	2.06E-06	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._ATCC_43928	0	1.51E-05	0	0	0	0	0	0	0	0.00030638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94E-05	0	0.000328382	8.33E-06	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus_urinae	3.22E-05	5.15E-05	0	0	0	0	0	1.40E-05	0	7.60E-06	0	0	9.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	9.90E-06	0	0	0.000275833	9.60E-06	0	0	0	6.49E-05	0	0	0	0	0	7.77E-05	7.76E-06	5.00E-05	0	0	0	0	0	4.12E-06	6.30E-05	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_crassostreae	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0.000170794	0	2.50E-05	0	0	0	0	0.000127828	0	0	0	0	2.83E-06	5.75E-06	8.51E-05	0	0	0	0	0	0	0	0	1.70E-05	0	0	9.71E-06	0	2.50E-05	1.47E-05	0	2.83E-05	0	0	0	0	0.000159388	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus_curtisii	5.85E-06	0	0	0	0	0	0	3.99E-06	0	0	0	0	0	0	0	0	0	0	3.10E-06	0	0	0	0	4.24E-05	0	7.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000613121	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._THAF7b	2.93E-06	2.66E-06	0	0	0	0	0.000118666	0	0	0.0001342	0	0	0	0	3.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.51E-05	0	0	0	0	0	0	0	0	0	0	1.94E-05	0	0.000118941	6.66E-05	0	8.81E-05	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Rivularia|s__Rivularia_sp._PCC_7116	0	0	0	0	1.81E-05	0	0	0	8.51E-05	0	0	0	0	0	0	0	0	0	0	1.38E-05	0	0.000260892	0	0	0	0	0	8.51E-05	2.24E-05	0	9.36E-05	0	0	0	0	0	0	0	0	2.91E-05	0	1.67E-05	0	4.41E-05	0	0	0	0	0	0	0	0	0	2.37E-06
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_atlantica	0	0	0	0	0	0	0	1.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000260892	0	0	8.85E-05	1.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33E-06	0	0	0	0	0	2.06E-06	0	0	0	0	0.00030656	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Labilitrichaceae|g__Labilithrix|s__Labilithrix_luteola	0	0	0	0	0	0	0.000237332	3.99E-06	0	0	0	0	0	0	0	5.00E-05	4.36E-05	6.71E-05	0	0	0	0.000260892	0	0	0	1.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sp._MMS17-SY073	0	3.55E-06	0	0	1.81E-05	0	0	1.99E-06	0	0	0	0	2.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.83E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000613121	0
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum	0	1.78E-06	0	0	1.81E-05	0	0	9.97E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000260892	0.000135814	0	0	4.95E-06	0	8.51E-05	4.47E-05	9.60E-06	0	4.50E-05	0	0	0	0	0	0	0	9.71E-06	0	0	0	0	2.83E-05	0	0	8.23E-06	0	0	0	0	0	4.74E-06
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus	2.93E-06	4.44E-06	0	0	0	0	0	0	0	9.12E-05	5.47E-05	0	9.47E-06	0	0.000113242	7.49E-05	0	0.000134102	0	0	0	0	0	0	0	4.95E-06	0	0	4.47E-05	0	0	0	5.45E-06	0	0	0	0	4.54E-05	0	0	3.10E-05	5.00E-05	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_insolitus	0	8.88E-07	0	0	0	0	0	1.99E-06	0	4.81E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45E-06	0	0	0	0	0	0	0	0	0	0	0	5.95E-05	2.50E-05	0	0	0	0	0	0	0	0	0	0.000216779	0.00030656	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Halobacillus|s__Halobacillus_mangrovi	5.85E-06	5.33E-06	0	0	0	0	0.000355999	9.97E-06	0	0	0	0	9.47E-06	0	0	0	0	0	0	0	0.000127828	0	0	4.24E-05	0	4.95E-06	0	0	2.98E-05	0	0	0	0	0	0	6.71E-05	0	0	0	0	2.59E-06	0	0	0	0	0	0	4.12E-06	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_halodenitrificans	9.07E-05	6.57E-05	0	0	0	0	0	3.59E-05	0	5.06E-06	0	0	3.79E-05	8.54E-05	0	0	0	0	3.10E-06	0	0	0	0	0	0	3.25E-05	0	0	6.71E-05	4.80E-06	0	4.50E-05	0	0	0	0	0	0	0	0.000116512	2.59E-06	5.83E-05	0	0	0	0	0	4.12E-06	0	0	1.04E-05	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Caloramator|s__Caloramator_sp._E03	0	8.88E-07	0	0	0	7.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.85E-05	2.83E-06	5.75E-06	8.51E-05	7.45E-06	4.80E-06	0	4.50E-05	0	0	7.96E-05	0	0	0	0	9.71E-06	0	8.33E-06	0	0	2.83E-05	0	0	0	0	0	0	0.000216779	0	0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_sp._BMS	0	8.88E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000255656	0	0	2.12E-05	0	7.07E-07	0	0	7.45E-06	0	0	0	5.45E-06	0	0	0	0	0	1.94E-05	0	0	0	0	4.41E-05	0	0	0	0	0	0	0	0	0.00030656	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_formosus	0	0	0	0	0	0	0	1.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0.000127828	0	0	0	0	0	0	0	7.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216779	0.00030656	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp._THAF5a	0	0	0	0	0	0	0	0	0	5.06E-06	0	4.97E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71E-05	0	0	3.88E-05	0	1.81E-05	0	0	0	0	0.000526131	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_bovis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.07E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41E-05	0	0	0	0	0	0	0	0	0.000613121	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_flava	0	1.33E-05	1.87E-05	0	0	7.99E-05	0	8.58E-05	0	7.60E-06	0	0	0.000123146	0	7.55E-05	0	0	0	1.55E-06	0	0.000127828	0	0	2.12E-05	0	1.56E-05	5.75E-06	0	0	9.60E-06	0	0	0	0	0	0	0	0	0	0	2.59E-06	0	0	0	0	0	0	4.12E-06	6.30E-05	0	0	0	0	2.37E-06
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_pennivorans	2.93E-06	8.88E-07	0	0	1.81E-05	0	0	0	0	0	0	0	0	8.54E-05	0	0	0	0	0	0	0	0	0	0	8.85E-05	1.41E-06	0	8.51E-05	1.49E-05	9.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41E-05	0	0	0	0	0	0	0	0	0.00030656	0
